Order ID,Restaurant Name,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Order Month,Payment Category
ORD204,Pizza Hut,19-07-2024 19:45,19-07-2024 20:10,25,XL,Cheese Burst,High,Wallet,TRUE,FALSE,July,Online
ORD205,Marco's Pizza,20-07-2024 13:00,20-07-2024 13:25,25,Medium,Non-Veg,Low,Card,FALSE,TRUE,July,Online
ORD206,Domino's,21-07-2024 18:30,21-07-2024 18:55,25,Large,Veg,High,UPI,TRUE,TRUE,July,Online
ORD207,Papa John's,22-07-2024 20:15,22-07-2024 20:40,25,Small,Vegan,Medium,Cash,TRUE,FALSE,July,Offline
ORD208,Little Caesars,23-07-2024 18:30,23-07-2024 18:50,20,Medium,Non-Veg,Low,Wallet,TRUE,FALSE,July,Online
ORD209,Pizza Hut,24-07-2024 19:45,24-07-2024 20:10,25,XL,Cheese Burst,High,Card,TRUE,FALSE,July,Online
ORD210,Marco's Pizza,25-07-2024 13:00,25-07-2024 13:20,20,Medium,Non-Veg,Low,UPI,FALSE,FALSE,July,Online
ORD211,Domino's,26-07-2024 18:30,26-07-2024 18:50,20,Large,Veg,Medium,Cash,TRUE,FALSE,July,Offline
ORD212,Papa John's,27-07-2024 20:15,27-07-2024 20:40,25,Small,Vegan,High,Wallet,TRUE,TRUE,July,Online
ORD213,Little Caesars,28-07-2024 18:30,28-07-2024 18:50,20,Medium,Non-Veg,High,UPI,TRUE,TRUE,July,Online
ORD214,Pizza Hut,29-07-2024 19:45,29-07-2024 20:10,25,XL,Cheese Burst,Low,Cash,TRUE,FALSE,July,Offline
ORD215,Marco's Pizza,30-07-2024 13:00,30-07-2024 13:20,20,Medium,Non-Veg,Medium,Wallet,FALSE,FALSE,July,Online
ORD216,Domino's,31-07-2024 18:30,31-07-2024 18:50,20,Large,Veg,High,Card,TRUE,FALSE,July,Online
ORD217,Papa John's,01-08-2024 20:00,01-08-2024 20:25,25,Medium,Non-Veg,Low,UPI,TRUE,FALSE,August,Online
ORD218,Little Caesars,02-08-2024 19:15,02-08-2024 19:35,20,Small,Vegan,Low,Cash,TRUE,FALSE,August,Offline
ORD219,Pizza Hut,03-08-2024 19:45,03-08-2024 20:10,25,XL,Cheese Burst,High,Wallet,TRUE,TRUE,August,Online
ORD220,Marco's Pizza,04-08-2024 13:00,04-08-2024 13:20,20,Medium,Non-Veg,Medium,Card,FALSE,TRUE,August,Online
ORD221,Domino's,05-08-2024 18:30,05-08-2024 18:55,25,Large,Veg,High,Card,TRUE,FALSE,August,Online
ORD222,Papa John's,06-08-2024 19:00,06-08-2024 19:30,30,Medium,Non-Veg,Medium,UPI,TRUE,FALSE,August,Online
ORD223,Little Caesars,07-08-2024 20:15,07-08-2024 20:40,25,Small,Vegan,Low,Cash,TRUE,FALSE,August,Offline
ORD224,Pizza Hut,08-08-2024 19:45,08-08-2024 20:10,25,XL,Cheese Burst,High,Wallet,TRUE,FALSE,August,Online
ORD225,Marco's Pizza,09-08-2024 13:00,09-08-2024 13:25,25,Medium,Non-Veg,Low,Card,FALSE,FALSE,August,Online
ORD226,Domino's,10-08-2024 18:30,10-08-2024 18:55,25,Large,Veg,High,UPI,TRUE,TRUE,August,Online
ORD227,Papa John's,11-08-2024 20:15,11-08-2024 20:40,25,Small,Vegan,Medium,Cash,TRUE,TRUE,August,Offline
ORD228,Little Caesars,12-08-2024 18:30,12-08-2024 18:50,20,Medium,Non-Veg,Low,Wallet,TRUE,FALSE,August,Online
ORD229,Pizza Hut,13-08-2024 19:45,13-08-2024 20:10,25,XL,Cheese Burst,Low,Cash,TRUE,FALSE,August,Offline
ORD230,Domino's,14-08-2024 18:30,14-08-2024 19:05,35,Large,Veg,High,UPI,TRUE,FALSE,August,Online
ORD231,Papa John's,15-08-2024 20:15,15-08-2024 20:40,25,Medium,Non-Veg,Medium,Card,TRUE,FALSE,August,Online
ORD232,Little Caesars,16-08-2024 19:00,16-08-2024 19:20,20,Small,Vegan,Low,Wallet,TRUE,FALSE,August,Online
ORD233,Marco's Pizza,17-08-2024 13:00,17-08-2024 13:30,30,Medium,Non-Veg,High,UPI,FALSE,TRUE,August,Online
ORD234,Domino's,18-08-2024 18:30,18-08-2024 19:10,40,Large,Veg,High,Card,TRUE,TRUE,August,Online
ORD235,Papa John's,19-08-2024 20:15,19-08-2024 20:35,20,Small,Vegan,Medium,Cash,TRUE,FALSE,August,Offline
ORD236,Little Caesars,20-08-2024 18:30,20-08-2024 18:50,20,Medium,Non-Veg,Low,Wallet,TRUE,FALSE,August,Online
ORD237,Pizza Hut,21-08-2024 19:45,21-08-2024 20:15,30,XL,Cheese Burst,High,Card,TRUE,FALSE,August,Online
ORD238,Marco's Pizza,22-08-2024 13:00,22-08-2024 13:25,25,Medium,Non-Veg,Low,UPI,FALSE,FALSE,August,Online
ORD239,Domino's,23-08-2024 18:30,23-08-2024 18:50,20,Large,Veg,Medium,Cash,TRUE,FALSE,August,Offline
ORD240,Papa John's,24-08-2024 20:15,24-08-2024 20:40,25,Small,Vegan,High,Wallet,TRUE,TRUE,August,Online
ORD241,Little Caesars,25-08-2024 18:30,25-08-2024 18:50,20,Medium,Non-Veg,High,UPI,TRUE,TRUE,August,Online
ORD242,Pizza Hut,26-08-2024 19:45,26-08-2024 20:10,25,XL,Cheese Burst,Low,Cash,TRUE,FALSE,August,Offline
ORD243,Marco's Pizza,27-08-2024 13:00,27-08-2024 13:20,20,Medium,Non-Veg,Medium,Wallet,FALSE,FALSE,August,Online
ORD244,Domino's,28-08-2024 18:30,28-08-2024 18:55,25,Large,Veg,High,Card,TRUE,FALSE,August,Online
ORD245,Papa John's,29-08-2024 20:15,29-08-2024 20:40,25,Small,Vegan,Medium,Cash,TRUE,FALSE,August,Offline
ORD246,Little Caesars,30-08-2024 18:30,30-08-2024 18:50,20,Medium,Non-Veg,Low,Wallet,TRUE,FALSE,August,Online
ORD247,Pizza Hut,31-08-2024 19:45,31-08-2024 20:10,25,XL,Cheese Burst,High,Card,TRUE,TRUE,August,Online
ORD248,Marco's Pizza,01-09-2024 13:00,01-09-2024 13:20,20,Medium,Non-Veg,Low,UPI,FALSE,TRUE,September,Online
ORD249,Domino's,02-09-2024 18:30,02-09-2024 18:50,20,Large,Veg,Medium,Cash,TRUE,FALSE,September,Offline
ORD250,Papa John's,03-09-2024 20:15,03-09-2024 20:40,25,Small,Vegan,High,Wallet,TRUE,FALSE,September,Online
ORD251,Little Caesars,04-09-2024 18:30,04-09-2024 18:50,20,Medium,Non-Veg,High,UPI,TRUE,FALSE,September,Online
ORD252,Pizza Hut,05-09-2024 19:45,05-09-2024 20:10,25,XL,Cheese Burst,Low,Cash,TRUE,FALSE,September,Offline
ORD253,Marco's Pizza,06-09-2024 13:00,06-09-2024 13:20,20,Medium,Non-Veg,Medium,Wallet,FALSE,FALSE,September,Online
ORD254,Domino's,07-09-2024 18:30,07-09-2024 18:55,25,Large,Veg,High,Card,TRUE,TRUE,September,Online
ORD255,Papa John's,08-09-2024 20:15,08-09-2024 20:40,25,Small,Vegan,Medium,Cash,TRUE,TRUE,September,Offline
ORD256,Little Caesars,09-09-2024 18:30,09-09-2024 18:50,20,Medium,Non-Veg,Low,Wallet,TRUE,FALSE,September,Online
ORD257,Domino's,10-09-2024 18:00,10-09-2024 18:25,25,Large,Veg,High,Cash,TRUE,FALSE,September,Offline
ORD258,Domino's,11-09-2024 19:15,11-09-2024 19:35,20,Medium,Non-Veg,Medium,Card,TRUE,FALSE,September,Online
ORD259,Domino's,12-09-2024 20:30,12-09-2024 20:50,20,Small,Vegan,Low,Wallet,TRUE,FALSE,September,Online
ORD260,Domino's,13-09-2024 18:45,13-09-2024 19:10,25,XL,Cheese Burst,High,UPI,TRUE,FALSE,September,Online
ORD261,Domino's,14-09-2024 19:00,14-09-2024 19:20,20,Medium,Non-Veg,Medium,Cash,TRUE,TRUE,September,Offline
ORD262,Domino's,15-09-2024 20:00,15-09-2024 20:25,25,Large,Veg,High,Card,TRUE,TRUE,September,Online
ORD263,Domino's,16-09-2024 18:30,16-09-2024 18:50,20,Small,Vegan,Low,Wallet,TRUE,FALSE,September,Online
ORD264,Domino's,17-09-2024 19:45,17-09-2024 20:10,25,XL,Cheese Burst,Medium,UPI,TRUE,FALSE,September,Online
ORD265,Domino's,18-09-2024 18:00,18-09-2024 18:20,20,Medium,Non-Veg,High,Cash,TRUE,FALSE,September,Offline
ORD266,Domino's,19-09-2024 20:15,19-09-2024 20:40,25,Large,Veg,High,Card,TRUE,FALSE,September,Online
ORD267,Domino's,10-09-2024 18:00,10-09-2024 18:20,20,Medium,Veg,Low,Cash,TRUE,FALSE,September,Offline
ORD268,Papa John's,11-09-2024 19:15,11-09-2024 19:45,30,Large,Non-Veg,Medium,Card,TRUE,FALSE,September,Online
ORD269,Pizza Hut,12-09-2024 20:30,12-09-2024 21:10,40,XL,Cheese Burst,High,Wallet,TRUE,FALSE,September,Online
ORD270,Little Caesars,13-09-2024 18:45,13-09-2024 19:05,20,Small,Vegan,Low,UPI,TRUE,FALSE,September,Online
ORD271,Marco's Pizza,14-09-2024 19:00,14-09-2024 19:50,50,Large,Non-Veg,High,Cash,TRUE,TRUE,September,Offline
ORD272,Domino's,15-09-2024 20:00,15-09-2024 20:35,35,Medium,Veg,Medium,Card,TRUE,TRUE,September,Online
ORD273,Papa John's,16-09-2024 18:30,16-09-2024 18:50,20,Small,Vegan,Low,Wallet,TRUE,FALSE,September,Online
ORD274,Pizza Hut,17-09-2024 19:45,17-09-2024 20:25,40,XL,Cheese Burst,High,UPI,TRUE,FALSE,September,Online
ORD275,Little Caesars,18-09-2024 18:00,18-09-2024 18:30,30,Medium,Non-Veg,Medium,Cash,TRUE,FALSE,September,Offline
ORD276,Marco's Pizza,19-09-2024 20:15,19-09-2024 21:00,45,Large,Veg,High,Card,TRUE,FALSE,September,Online
ORD278,Domino's,15-09-2024 18:45,15-09-2024 19:10,25,Large,Veg,High,Domino's Cash,TRUE,TRUE,September,Offline
ORD279,Pizza Hut,16-09-2024 20:00,16-09-2024 20:30,30,XL,Cheese Burst,Medium,Card,TRUE,FALSE,September,Online
ORD280,Papa John's,17-09-2024 19:15,17-09-2024 19:35,20,Medium,Non-Veg,Low,UPI,TRUE,FALSE,September,Online
ORD281,Little Caesars,18-09-2024 18:30,18-09-2024 19:05,35,Small,Vegan,High,Wallet,TRUE,FALSE,September,Online
ORD282,Marco's Pizza,19-09-2024 13:00,19-09-2024 13:20,20,Medium,Non-Veg,Low,Card,FALSE,FALSE,September,Online
ORD283,Domino's,20-09-2024 18:45,20-09-2024 19:15,30,Large,Veg,Medium,Domino's Cash,TRUE,FALSE,September,Offline
ORD284,Pizza Hut,21-09-2024 20:15,21-09-2024 20:40,25,XL,Cheese Burst,Low,UPI,TRUE,TRUE,September,Online
ORD285,Papa John's,22-09-2024 19:30,22-09-2024 19:55,25,Small,Vegan,High,Wallet,TRUE,TRUE,September,Online
ORD286,Little Caesars,23-09-2024 18:00,23-09-2024 18:20,20,Medium,Non-Veg,Medium,Card,TRUE,FALSE,September,Online
ORD287,Marco's Pizza,24-09-2024 13:15,24-09-2024 13:45,30,Medium,Non-Veg,High,UPI,FALSE,FALSE,September,Online
ORD288,Domino's,25-09-2024 18:30,25-09-2024 19:00,30,Large,Veg,High,Domino's Cash,TRUE,FALSE,September,Offline
ORD289,Pizza Hut,26-09-2024 19:45,26-09-2024 20:10,25,XL,Cheese Burst,Low,Cash,TRUE,FALSE,September,Offline
ORD290,Papa John's,27-09-2024 20:15,27-09-2024 20:40,25,Medium,Non-Veg,Medium,Card,TRUE,FALSE,September,Online
ORD291,Little Caesars,28-09-2024 18:30,28-09-2024 18:50,20,Small,Vegan,Low,Wallet,TRUE,TRUE,September,Online
ORD292,Marco's Pizza,29-09-2024 13:00,29-09-2024 13:20,20,Medium,Non-Veg,Low,UPI,FALSE,TRUE,September,Online
ORD293,Domino's,30-09-2024 18:30,30-09-2024 18:55,25,Large,Veg,High,Domino's Cash,TRUE,FALSE,September,Offline
ORD294,Pizza Hut,01-10-2024 19:45,01-10-2024 20:10,25,XL,Cheese Burst,High,Card,TRUE,FALSE,October,Online
ORD295,Papa John's,02-10-2024 20:15,02-10-2024 20:40,25,Small,Vegan,Medium,Wallet,TRUE,FALSE,October,Online
ORD296,Little Caesars,03-10-2024 18:30,03-10-2024 18:50,20,Medium,Non-Veg,Low,UPI,TRUE,FALSE,October,Online
ORD297,Marco's Pizza,04-10-2024 13:00,04-10-2024 13:20,20,Medium,Non-Veg,Low,Card,FALSE,FALSE,October,Online
ORD298,Domino's,05-10-2024 18:30,05-10-2024 18:55,25,Large,Veg,High,Domino's Cash,TRUE,TRUE,October,Offline
ORD299,Pizza Hut,06-10-2024 19:45,06-10-2024 20:10,25,XL,Cheese Burst,Low,Cash,TRUE,TRUE,October,Offline
ORD300,Papa John's,07-10-2024 20:15,07-10-2024 20:40,25,Medium,Non-Veg,Medium,Card,TRUE,FALSE,October,Online
ORD301,Little Caesars,08-10-2024 18:30,08-10-2024 18:50,20,Small,Vegan,Low,Wallet,TRUE,FALSE,October,Online
ORD302,Marco's Pizza,09-10-2024 13:00,09-10-2024 13:20,20,Medium,Non-Veg,Low,UPI,FALSE,FALSE,October,Online
ORD303,Domino's,10-10-2024 18:30,10-10-2024 18:55,25,Large,Veg,High,Domino's Cash,TRUE,FALSE,October,Offline
ORD304,Pizza Hut,11-10-2024 19:45,11-10-2024 20:10,25,XL,Cheese Burst,Low,Card,TRUE,FALSE,October,Online
ORD305,Papa John's,12-10-2024 20:15,12-10-2024 20:40,25,Small,Vegan,Medium,Wallet,TRUE,TRUE,October,Online
ORD306,Little Caesars,13-10-2024 18:30,13-10-2024 18:50,20,Medium,Non-Veg,Low,UPI,TRUE,TRUE,October,Online
ORD307,Domino's,26-08-2024 18:00,26-08-2024 18:20,20,Medium,Veg,Low,Card,TRUE,FALSE,August,Online
ORD308,Papa John's,27-08-2024 19:15,27-08-2024 19:45,30,Large,Non-Veg,Medium,UPI,TRUE,FALSE,August,Online
ORD309,Pizza Hut,28-08-2024 20:30,28-08-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,August,Offline
ORD310,Little Caesars,29-08-2024 18:45,29-08-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,FALSE,August,Offline
ORD311,Marco's Pizza,30-08-2024 19:00,30-08-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,August,Online
ORD312,Domino's,31-08-2024 20:00,31-08-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,TRUE,August,Online
ORD313,Papa John's,01-09-2024 18:30,01-09-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,TRUE,September,Online
ORD314,Pizza Hut,02-09-2024 19:45,02-09-2024 20:25,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,September,Offline
ORD315,Little Caesars,03-09-2024 18:00,03-09-2024 18:30,30,Medium,Non-Veg,Medium,Cash,TRUE,FALSE,September,Offline
ORD316,Marco's Pizza,04-09-2024 20:15,04-09-2024 21:00,45,Large,Veg,High,Wallet,TRUE,FALSE,September,Online
ORD317,Domino's,05-09-2024 18:00,05-09-2024 18:20,20,Medium,Veg,Low,Card,TRUE,FALSE,September,Online
ORD318,Papa John's,06-09-2024 19:15,06-09-2024 19:45,30,Large,Non-Veg,Medium,Cash,TRUE,FALSE,September,Offline
ORD319,Pizza Hut,07-09-2024 20:30,07-09-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,TRUE,September,Offline
ORD320,Little Caesars,08-09-2024 18:45,08-09-2024 19:05,20,Small,Vegan,Low,Wallet,TRUE,TRUE,September,Online
ORD321,Marco's Pizza,09-09-2024 19:00,09-09-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,September,Online
ORD322,Domino's,10-09-2024 20:00,10-09-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,FALSE,September,Online
ORD323,Papa John's,11-09-2024 18:30,11-09-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,FALSE,September,Online
ORD324,Pizza Hut,12-09-2024 19:45,12-09-2024 20:25,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,September,Offline
ORD325,Little Caesars,13-09-2024 18:00,13-09-2024 18:30,30,Medium,Non-Veg,Medium,Cash,TRUE,FALSE,September,Offline
ORD326,Marco's Pizza,14-09-2024 20:15,14-09-2024 21:00,45,Large,Veg,High,Wallet,TRUE,TRUE,September,Online
ORD327,Domino's,15-09-2024 18:00,15-09-2024 18:20,20,Medium,Veg,Low,Card,TRUE,TRUE,September,Online
ORD328,Papa John's,16-09-2024 19:15,16-09-2024 19:45,30,Large,Non-Veg,Medium,Cash,TRUE,FALSE,September,Offline
ORD329,Pizza Hut,17-09-2024 20:30,17-09-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,September,Offline
ORD330,Little Caesars,18-09-2024 18:45,18-09-2024 19:05,20,Small,Vegan,Low,Wallet,TRUE,FALSE,September,Online
ORD331,Marco's Pizza,19-09-2024 19:00,19-09-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,September,Online
ORD332,Domino's,20-09-2024 18:00,20-09-2024 18:20,20,Medium,Veg,Low,Domino's Cash,TRUE,FALSE,September,Offline
ORD333,Papa John's,21-09-2024 19:15,21-09-2024 19:45,30,Large,Non-Veg,Medium,UPI,TRUE,TRUE,September,Online
ORD334,Pizza Hut,22-09-2024 20:30,22-09-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,TRUE,September,Offline
ORD335,Little Caesars,23-09-2024 18:45,23-09-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,FALSE,September,Offline
ORD336,Marco's Pizza,24-09-2024 19:00,24-09-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,September,Online
ORD337,Domino's,25-09-2024 20:00,25-09-2024 20:20,20,Medium,Veg,Low,Card,TRUE,FALSE,September,Online
ORD338,Papa John's,26-09-2024 19:15,26-09-2024 19:45,30,Large,Non-Veg,Medium,UPI,TRUE,FALSE,September,Online
ORD339,Pizza Hut,27-09-2024 20:30,27-09-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,September,Offline
ORD340,Little Caesars,28-09-2024 18:45,28-09-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,TRUE,September,Offline
ORD341,Marco's Pizza,29-09-2024 19:00,29-09-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,TRUE,September,Online
ORD342,Domino's,30-09-2024 20:00,30-09-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,FALSE,September,Online
ORD343,Papa John's,01-10-2024 18:30,01-10-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,FALSE,October,Online
ORD344,Pizza Hut,02-10-2024 19:45,02-10-2024 20:25,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,October,Offline
ORD345,Little Caesars,03-10-2024 18:00,03-10-2024 18:30,30,Medium,Non-Veg,Medium,Cash,TRUE,FALSE,October,Offline
ORD346,Marco's Pizza,04-10-2024 20:15,04-10-2024 21:00,45,Large,Veg,High,Wallet,TRUE,FALSE,October,Online
ORD347,Domino's,05-10-2024 18:00,05-10-2024 18:20,20,Medium,Veg,Low,Card,TRUE,TRUE,October,Online
ORD348,Papa John's,06-10-2024 19:15,06-10-2024 19:45,30,Large,Non-Veg,Medium,Cash,TRUE,TRUE,October,Offline
ORD349,Pizza Hut,07-10-2024 20:30,07-10-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,October,Offline
ORD350,Little Caesars,08-10-2024 18:45,08-10-2024 19:05,20,Small,Vegan,Low,Wallet,TRUE,FALSE,October,Online
ORD351,Marco's Pizza,09-10-2024 19:00,09-10-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,October,Online
ORD352,Domino's,10-10-2024 20:00,10-10-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,FALSE,October,Online
ORD353,Papa John's,11-10-2024 18:30,11-10-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,FALSE,October,Online
ORD354,Pizza Hut,12-10-2024 19:45,12-10-2024 20:25,40,XL,Cheese Burst,High,Hut Points,TRUE,TRUE,October,Offline
ORD355,Little Caesars,13-10-2024 18:00,13-10-2024 18:30,30,Medium,Non-Veg,Medium,Cash,TRUE,TRUE,October,Offline
ORD356,Marco's Pizza,14-10-2024 20:15,14-10-2024 21:00,45,Large,Veg,High,Wallet,TRUE,FALSE,October,Online
ORD357,Domino's,15-10-2024 18:00,15-10-2024 18:20,20,Medium,Veg,Low,Card,TRUE,FALSE,October,Online
ORD358,Papa John's,16-10-2024 19:15,16-10-2024 19:45,30,Large,Non-Veg,Medium,Wallet,TRUE,FALSE,October,Online
ORD359,Pizza Hut,17-10-2024 20:30,17-10-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,October,Offline
ORD360,Little Caesars,18-10-2024 18:45,18-10-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,FALSE,October,Offline
ORD361,Marco's Pizza,19-10-2024 19:00,19-10-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,TRUE,October,Online
ORD362,Domino's,20-10-2024 18:00,20-10-2024 18:20,20,Medium,Veg,Low,Domino's Cash,TRUE,TRUE,October,Offline
ORD363,Domino's,21-10-2024 20:00,21-10-2024 20:20,20,Medium,Veg,Low,Card,TRUE,FALSE,October,Online
ORD364,Papa John's,22-10-2024 19:15,22-10-2024 19:45,30,Large,Non-Veg,Medium,UPI,TRUE,FALSE,October,Online
ORD365,Pizza Hut,23-10-2024 20:30,23-10-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,October,Offline
ORD366,Little Caesars,24-10-2024 18:45,24-10-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,FALSE,October,Offline
ORD367,Marco's Pizza,25-10-2024 19:00,25-10-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,October,Online
ORD368,Domino's,26-10-2024 20:00,26-10-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,TRUE,October,Online
ORD369,Papa John's,27-10-2024 18:30,27-10-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,TRUE,October,Online
ORD370,Pizza Hut,28-10-2024 19:45,28-10-2024 20:25,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,October,Offline
ORD371,Little Caesars,29-10-2024 18:00,29-10-2024 18:30,30,Medium,Non-Veg,Medium,Card,TRUE,FALSE,October,Online
ORD372,Marco's Pizza,30-10-2024 20:15,30-10-2024 21:00,45,Large,Veg,High,Wallet,TRUE,FALSE,October,Online
ORD373,Domino's,31-10-2024 18:00,31-10-2024 18:20,20,Medium,Veg,Low,Card,TRUE,FALSE,October,Online
ORD374,Papa John's,01-11-2024 19:15,01-11-2024 19:45,30,Large,Non-Veg,Medium,Cash,TRUE,FALSE,November,Offline
ORD375,Pizza Hut,02-11-2024 20:30,02-11-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,TRUE,November,Offline
ORD376,Little Caesars,03-11-2024 18:45,03-11-2024 19:05,20,Small,Vegan,Low,Wallet,TRUE,TRUE,November,Online
ORD377,Marco's Pizza,04-11-2024 19:00,04-11-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,November,Online
ORD378,Domino's,05-11-2024 20:00,05-11-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,FALSE,November,Online
ORD379,Papa John's,06-11-2024 18:30,06-11-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,FALSE,November,Online
ORD380,Pizza Hut,07-11-2024 19:45,07-11-2024 20:25,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,November,Offline
ORD381,Little Caesars,08-11-2024 18:00,08-11-2024 18:30,30,Medium,Non-Veg,Medium,UPI,TRUE,FALSE,November,Online
ORD382,Marco's Pizza,09-11-2024 20:15,09-11-2024 21:00,45,Large,Veg,High,Cash,TRUE,TRUE,November,Offline
ORD383,Domino's,10-11-2024 18:00,10-11-2024 18:20,20,Medium,Veg,Low,Card,TRUE,TRUE,November,Online
ORD384,Papa John's,11-11-2024 19:15,11-11-2024 19:45,30,Large,Non-Veg,Medium,Wallet,TRUE,FALSE,November,Online
ORD385,Pizza Hut,12-11-2024 20:30,12-11-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,November,Offline
ORD386,Little Caesars,13-11-2024 18:45,13-11-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,FALSE,November,Offline
ORD387,Marco's Pizza,14-11-2024 19:00,14-11-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,November,Online
ORD388,Domino's,15-11-2024 18:00,15-11-2024 18:20,20,Medium,Veg,Low,Domino's Cash,TRUE,FALSE,November,Offline
ORD389,Domino's,16-11-2024 20:00,16-11-2024 20:20,20,Medium,Veg,Low,Card,TRUE,TRUE,November,Online
ORD390,Papa John's,17-11-2024 19:15,17-11-2024 19:45,30,Large,Non-Veg,Medium,UPI,TRUE,TRUE,November,Online
ORD391,Pizza Hut,18-11-2024 20:30,18-11-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,November,Offline
ORD392,Little Caesars,19-11-2024 18:45,19-11-2024 19:05,20,Small,Vegan,Low,Cash,TRUE,FALSE,November,Offline
ORD393,Marco's Pizza,20-11-2024 19:00,20-11-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,FALSE,November,Online
ORD394,Domino's,21-11-2024 20:00,21-11-2024 20:35,35,Medium,Gluten-Free,Medium,Wallet,TRUE,FALSE,November,Online
ORD395,Papa John's,22-11-2024 18:30,22-11-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,FALSE,November,Online
ORD396,Pizza Hut,23-11-2024 19:45,23-11-2024 20:25,40,XL,Stuffed Crust,High,Hut Points,TRUE,TRUE,November,Offline
ORD397,Little Caesars,24-11-2024 18:00,24-11-2024 18:30,30,Medium,Non-Veg,Medium,Card,TRUE,TRUE,November,Online
ORD398,Marco's Pizza,25-11-2024 20:15,25-11-2024 21:00,45,Large,Veg,High,Wallet,TRUE,FALSE,November,Online
ORD399,Domino's,26-11-2024 18:00,26-11-2024 18:20,20,Medium,Veg,Low,Card,TRUE,FALSE,November,Online
ORD400,Papa John's,27-11-2024 19:15,27-11-2024 19:45,30,Large,Non-Veg,Medium,Cash,TRUE,FALSE,November,Offline
ORD401,Pizza Hut,28-11-2024 20:30,28-11-2024 21:10,40,XL,Cheese Burst,High,Hut Points,TRUE,FALSE,November,Offline
ORD402,Little Caesars,29-11-2024 18:45,29-11-2024 19:05,20,Small,Vegan,Low,Wallet,TRUE,FALSE,November,Online
ORD403,Marco's Pizza,30-11-2024 19:00,30-11-2024 19:50,50,Large,Non-Veg,High,Card,TRUE,TRUE,November,Online
ORD404,Domino's,01-12-2024 20:00,01-12-2024 20:35,35,Medium,Veg,Medium,Wallet,TRUE,TRUE,December,Online
ORD405,Papa John's,02-12-2024 18:30,02-12-2024 18:50,20,Small,Vegan,Low,UPI,TRUE,FALSE,December,Online
ORD406,Pizza Hut,03-12-2024 19:45,03-12-2024 20:25,40,XL,Stuffed Crust,High,Hut Points,TRUE,FALSE,December,Offline
ORD407,Little Caesars,04-12-2024 18:00,04-12-2024 18:30,30,Medium,Non-Veg,Medium,UPI,TRUE,FALSE,December,Online
ORD408,Marco's Pizza,05-12-2024 20:15,05-12-2024 21:00,45,Large,Veg,High,Cash,TRUE,FALSE,December,Offline
ORD409,Domino's,06-12-2024 18:00,06-12-2024 18:20,20,Medium,Veg,Low,Card,TRUE,FALSE,December,Online
